Date,Store_ID,Product_Category,Sales,Promotion,Holiday,Customers,Temperature,Rainfall,Discount_Percentage,Stock_Available
2031-10-26,S004,Electronics,15796.11,0,1,736,21.9,21.7,2.1,1463
2031-11-09,S004,Grocery,15061.9,0,0,524,37.6,5.0,3.4,1410
2031-12-07,S004,Beauty,10901.23,0,0,435,25.0,2.8,4.1,1232
2032-01-18,S004,Electronics,12246.26,0,0,437,34.2,18.7,2.7,1149
2032-02-01,S004,Grocery,15731.13,0,1,586,33.1,3.1,4.5,1290
2032-03-28,S004,Electronics,18517.42,1,0,810,34.2,6.8,9.2,1714
2032-04-18,S004,Home,13416.11,0,0,560,26.5,8.8,1.7,1227
2032-05-02,S004,Home,18369.43,1,0,665,34.7,5.4,21.8,1705
2032-05-09,S004,Beauty,13760.11,0,0,516,35.7,8.7,3.8,1296
2032-05-30,S004,Electronics,13270.33,0,0,591,26.4,7.7,2.3,1319
2032-07-18,S004,Clothing,12180.43,0,0,537,32.6,4.7,0.0,1489
2032-08-29,S004,Grocery,16756.53,1,0,664,35.4,6.8,5.3,1728
2032-09-19,S004,Grocery,8859.3,0,0,461,30.3,31.4,2.1,1270
2033-01-02,S004,Clothing,16243.68,1,0,709,31.4,4.6,16.2,1813
2033-02-20,S004,Electronics,16645.06,1,0,699,31.4,12.1,8.9,1666
2033-03-27,S004,Beauty,16206.86,0,1,765,34.2,7.5,4.3,1341
2033-05-15,S004,Beauty,12847.49,0,0,540,38.3,35.2,1.4,1344
2033-06-12,S004,Grocery,15371.69,1,0,686,29.8,8.5,6.4,1650
2033-08-07,S004,Home,18335.83,1,0,651,34.4,4.2,17.9,1693
2033-09-18,S004,Grocery,12011.25,0,0,607,33.7,3.9,1.1,1350
2033-09-25,S004,Electronics,9630.54,0,0,382,23.8,9.0,2.9,1191
2033-10-23,S004,Electronics,11533.22,0,0,491,24.6,10.4,1.0,1271
2033-11-06,S004,Beauty,24697.9,1,1,889,29.4,13.9,21.1,1770
2033-11-13,S004,Home,12183.54,0,0,445,32.0,13.5,2.2,1296
2033-12-25,S004,Home,18727.65,1,0,668,26.1,13.2,21.1,1799
2034-01-08,S004,Clothing,18009.02,1,0,713,28.9,8.2,26.8,1603
2034-01-29,S004,Clothing,18211.53,1,0,701,29.5,10.4,19.0,1759
2034-05-07,S004,Home,12751.15,0,0,650,24.6,5.9,2.9,1419
2034-06-04,S004,Clothing,10835.07,0,0,536,30.7,6.8,0.9,1192
2034-09-24,S004,Electronics,15701.03,1,0,591,34.1,8.8,5.8,1719
2034-10-22,S004,Clothing,19395.77,0,1,780,30.3,5.4,3.6,1564
2034-10-29,S004,Grocery,15332.3,1,0,677,33.4,5.2,5.8,1775
2034-11-05,S004,Grocery,13575.9,0,0,659,30.6,11.8,1.4,1279
2034-11-26,S004,Home,17017.59,0,1,697,29.7,15.3,4.4,1481
2035-01-28,S004,Home,14018.05,0,0,574,32.3,5.0,1.9,1163
2035-02-11,S004,Beauty,11830.43,0,0,468,29.6,4.7,3.6,1371
2035-02-18,S004,Home,10779.77,0,0,478,31.7,16.3,2.0,1412
2035-04-01,S004,Grocery,11023.09,0,0,442,27.3,23.6,1.3,1305
2035-04-15,S004,Home,17970.82,0,1,745,38.0,2.7,1.9,1360
2035-05-27,S004,Beauty,12002.26,0,0,499,24.8,6.1,3.0,1308
2035-07-15,S004,Electronics,11946.13,0,0,475,34.3,20.5,0.5,1312
2035-07-29,S004,Clothing,11393.86,0,0,511,35.5,24.3,0.5,1441
2035-08-19,S004,Grocery,17358.64,1,0,736,31.9,5.5,8.2,1780
2035-10-28,S004,Home,14514.63,0,0,511,30.6,2.2,2.6,1377
2035-11-11,S004,Electronics,18861.73,0,1,760,30.6,4.5,0.8,1401
2035-11-18,S004,Electronics,25146.3,1,1,886,36.4,4.4,20.6,1647
2035-12-09,S004,Electronics,14395.76,1,0,637,29.6,19.3,7.6,1562
2035-12-16,S004,Grocery,12167.41,0,0,447,26.8,10.6,0.9,1340
2036-01-06,S004,Beauty,17400.8,1,0,768,28.1,12.0,11.2,1754
2036-01-20,S004,Beauty,16606.1,0,1,637,29.5,10.5,4.7,1348
2036-01-27,S004,Home,16825.14,1,0,675,27.8,4.8,5.6,1667
2036-02-17,S004,Electronics,18616.97,1,0,777,34.4,21.7,27.4,1903
2036-03-30,S004,Grocery,16102.72,1,0,565,30.6,15.5,28.6,1610
2036-04-13,S004,Beauty,14354.89,1,0,432,30.7,24.0,13.5,1349
2036-11-30,S004,Beauty,20118.99,1,0,753,29.8,0.8,19.2,1755
2037-04-12,S004,Grocery,11950.01,0,0,505,26.8,9.2,4.6,1215
2037-05-10,S004,Home,17179.27,1,0,647,32.0,4.5,6.7,1623
2037-06-28,S004,Electronics,12474.32,0,0,564,38.3,8.8,0.2,1378
2037-07-12,S004,Clothing,18964.35,0,1,786,25.8,12.0,2.4,1459
2037-09-20,S004,Electronics,11907.18,0,0,584,29.4,5.8,4.1,1252
2037-11-15,S004,Electronics,19199.83,0,1,717,35.9,11.6,1.8,1614
2037-12-06,S004,Clothing,18892.42,1,0,700,27.9,4.6,28.5,1571
2038-01-17,S004,Beauty,9559.37,0,0,334,32.6,33.3,1.9,1224
2038-02-21,S004,Beauty,14108.46,0,0,641,27.0,3.0,1.6,1490
2038-02-28,S004,Grocery,11776.26,0,0,482,21.2,7.8,4.1,1173
2038-05-23,S004,Grocery,10310.06,0,0,438,24.9,17.0,1.6,1316
2038-05-30,S004,Home,11593.93,0,0,567,31.1,6.2,2.9,1489
2038-09-05,S004,Clothing,13134.67,0,0,610,28.4,10.9,3.9,1449
2038-10-24,S004,Clothing,13658.35,0,0,559,26.1,12.8,2.2,1496
2039-02-06,S004,Grocery,11304.75,0,0,534,30.4,2.9,3.3,1205
2039-03-13,S004,Grocery,17324.32,1,0,625,26.1,17.6,14.0,1659
2039-03-27,S004,Beauty,15939.04,1,0,667,34.8,2.3,14.1,1398
2039-05-22,S004,Electronics,17345.81,1,0,465,26.7,23.8,28.3,1548
2039-07-17,S004,Electronics,14598.45,1,0,552,31.7,7.1,21.7,1611
2039-08-21,S004,Home,11682.44,0,0,548,31.8,3.5,2.6,1211
2039-09-18,S004,Electronics,9936.49,0,0,388,29.9,6.8,3.3,1367
2039-10-02,S004,Home,15710.81,0,0,644,25.5,7.0,3.7,1386
2039-11-13,S004,Electronics,11868.24,0,0,536,32.2,9.8,0.4,1173
2039-12-04,S004,Clothing,17885.05,1,0,569,30.6,10.1,28.0,1572
2040-01-08,S004,Electronics,9450.99,0,0,437,38.9,14.4,3.2,1229
2040-03-25,S004,Grocery,9370.39,0,0,435,34.1,1.6,1.7,1307
2040-05-06,S004,Grocery,11562.92,0,0,555,30.3,5.6,0.5,1425
2040-05-20,S004,Grocery,19129.43,1,0,631,34.8,3.1,23.0,1469
2040-05-27,S004,Beauty,11237.05,0,0,429,29.7,7.9,2.6,1406
2040-06-10,S004,Beauty,10647.52,0,0,483,28.4,14.1,2.2,1444
2040-08-12,S004,Electronics,16764.91,0,1,616,32.1,0.7,0.4,1507
2040-09-02,S004,Grocery,9705.88,0,0,477,34.2,2.1,0.4,1485
2040-09-16,S004,Beauty,13279.38,0,0,461,28.7,1.1,4.1,1219
2040-09-30,S004,Grocery,17587.13,1,0,715,31.3,12.3,27.4,1644
2040-10-14,S004,Beauty,10317.08,0,0,462,29.1,1.8,4.4,1405
2040-11-18,S004,Clothing,10907.86,0,0,504,29.4,13.2,2.8,1313
2041-01-20,S004,Electronics,11769.07,0,0,539,21.5,9.0,3.6,1368
2041-02-17,S004,Electronics,19299.04,1,0,523,39.2,10.7,29.3,1618
2041-04-28,S004,Grocery,15315.22,1,0,588,34.3,4.9,8.5,1461
2041-05-05,S004,Home,17747.05,1,0,696,25.2,6.7,8.2,1736
2041-06-16,S004,Clothing,11553.37,0,0,469,33.2,9.2,4.3,1338
2041-07-14,S004,Clothing,21627.42,1,1,872,28.5,24.0,20.8,1798
2041-08-18,S004,Home,20174.2,1,1,924,30.7,9.2,5.4,1909
2041-10-13,S004,Clothing,12599.52,0,0,479,31.3,9.4,2.6,1117
2042-03-02,S004,Home,14623.31,0,0,697,28.0,6.3,3.5,1412
2042-03-23,S004,Grocery,14972.67,0,1,655,22.9,6.2,1.4,1420
2042-04-06,S004,Beauty,19029.9,1,0,631,22.7,5.5,16.0,1519
2042-06-01,S004,Electronics,19428.7,1,0,723,31.9,4.9,10.0,1581
2042-07-27,S004,Electronics,10419.5,0,0,530,31.0,4.7,1.6,1147
2042-08-10,S004,Grocery,10992.31,0,0,493,30.0,27.6,3.0,1287
2042-09-07,S004,Electronics,17444.75,1,0,638,26.0,18.6,12.2,1695
2042-09-14,S004,Clothing,16846.57,1,0,641,25.9,22.8,20.7,1669
2042-10-26,S004,Home,11626.4,0,0,482,32.1,11.7,3.0,1243
2042-11-02,S004,Electronics,15606.08,1,0,397,30.1,7.0,26.7,1655
2042-12-07,S004,Electronics,11175.95,0,0,417,31.7,25.7,1.3,1080
2043-01-11,S004,Clothing,11552.83,0,0,531,28.5,6.4,2.4,1173
2043-02-22,S004,Beauty,21175.8,1,0,775,29.8,4.4,28.8,1836
2024-01-14,S005,Home,9055.86,0,0,341,36.8,18.4,4.6,1071
2024-01-28,S005,Home,14471.69,0,1,537,29.8,11.8,1.3,1419
2024-02-04,S005,Beauty,11816.75,0,0,452,33.8,17.0,2.7,1326
2024-03-10,S005,Electronics,10579.54,0,0,487,28.9,4.5,0.9,1511
2024-03-31,S005,Beauty,16286.69,1,0,592,37.6,7.4,12.9,1606
2024-05-05,S005,Beauty,10747.04,0,0,575,23.9,7.4,2.4,1424
2024-06-02,S005,Grocery,15078.81,1,0,596,25.6,7.0,16.5,1511
2024-09-08,S005,Grocery,10114.15,0,0,542,30.8,12.7,0.8,1223
2024-09-22,S005,Clothing,18621.53,1,0,774,31.9,16.6,24.3,1857
2024-12-01,S005,Clothing,22876.17,1,1,846,31.8,4.0,9.4,1738
2025-01-12,S005,Grocery,12906.12,0,0,504,27.3,6.3,0.3,1408
2025-03-16,S005,Home,12112.28,0,0,436,27.9,5.0,1.5,1230
2025-05-18,S005,Clothing,19236.04,1,0,660,42.0,9.6,22.9,1455
2025-05-25,S005,Clothing,7741.13,0,0,276,21.7,8.7,1.5,1157
2025-06-08,S005,Beauty,9289.65,0,0,446,28.9,5.0,4.4,1348
2025-07-20,S005,Grocery,10446.0,0,0,426,23.9,12.0,1.8,1237
2025-08-03,S005,Electronics,10493.5,0,0,413,28.3,20.6,2.9,1393
2025-08-10,S005,Electronics,16458.21,0,1,636,25.5,24.0,2.6,1334
2025-11-09,S005,Home,21530.39,1,1,821,27.1,0.2,8.0,1829
2026-01-11,S005,Beauty,16902.3,1,0,682,33.9,7.8,27.9,1823
2026-03-01,S005,Electronics,15838.83,0,0,700,27.6,2.9,3.1,1398
2026-03-22,S005,Home,13432.04,0,0,584,28.4,7.0,0.9,1422
2026-05-10,S005,Beauty,15606.49,1,0,615,30.3,11.7,17.1,1628
2026-06-07,S005,Home,10475.28,0,0,440,34.8,14.2,0.3,1065
2026-06-21,S005,Home,11391.04,0,0,436,31.9,3.4,2.6,1224
2026-06-28,S005,Electronics,11595.72,0,0,400,36.1,4.9,3.7,1272
2026-07-12,S005,Grocery,16833.76,1,0,745,37.0,17.2,7.4,1825
2026-07-26,S005,Home,11799.93,0,0,494,29.1,7.4,0.1,1241
2026-09-06,S005,Home,23001.06,1,1,844,25.8,20.0,17.6,1667
2026-09-20,S005,Beauty,12624.86,0,0,606,29.0,15.2,0.1,1304
2027-01-10,S005,Grocery,17975.13,1,0,770,35.1,23.9,27.2,1691
2027-02-14,S005,Clothing,19017.31,1,0,730,29.5,7.5,24.7,1698
2027-06-06,S005,Beauty,18048.29,1,0,753,28.3,12.2,6.7,1794
2027-08-01,S005,Grocery,11736.23,0,0,435,29.6,5.6,4.0,1396
2027-09-05,S005,Grocery,13882.97,0,0,562,34.2,10.3,2.4,1333
2027-10-24,S005,Home,20088.85,1,0,714,28.4,10.2,17.8,1672
2027-12-19,S005,Home,22218.56,1,1,751,20.0,11.9,17.4,1762
2028-07-30,S005,Grocery,11471.63,0,0,423,29.6,6.6,1.3,1355
2028-08-06,S005,Grocery,17558.85,1,0,712,27.9,10.4,13.1,1680
2028-12-10,S005,Clothing,24687.95,1,1,1014,30.6,3.5,15.1,1801
2029-01-14,S005,Electronics,11458.6,0,0,456,29.8,14.0,2.5,1241
2029-02-25,S005,Grocery,12091.53,0,0,573,29.6,6.3,0.7,1386
2029-04-22,S005,Grocery,15372.6,1,0,596,27.2,4.8,14.8,1509
2029-05-27,S005,Electronics,18888.17,1,0,651,31.4,8.0,12.7,1747
2029-06-24,S005,Grocery,9882.3,0,0,485,22.5,11.2,2.9,1265
2029-07-08,S005,Electronics,15748.85,1,0,497,28.9,12.8,10.3,1518
2029-09-02,S005,Electronics,15330.41,1,0,614,36.6,16.5,6.9,1666
2029-09-09,S005,Grocery,15475.05,1,0,571,28.1,13.2,8.4,1549
2029-10-07,S005,Beauty,9015.18,0,0,314,29.4,9.5,2.8,1125
2029-10-14,S005,Electronics,11848.36,0,0,537,33.0,5.0,4.3,1435
2029-10-28,S005,Beauty,23242.96,1,1,770,35.3,9.3,7.9,1732
2029-12-02,S005,Home,11133.27,0,0,564,23.1,3.5,4.7,1306
2029-12-09,S005,Beauty,10868.11,0,0,437,36.0,17.4,0.7,1283
2030-04-14,S005,Home,11577.1,0,0,523,28.5,5.2,0.9,1506
2030-05-26,S005,Grocery,19518.75,1,0,812,30.4,1.0,16.2,1663
2030-06-30,S005,Home,16403.18,1,0,751,28.2,10.4,15.1,1665
2030-09-15,S005,Grocery,16704.19,0,1,613,33.1,10.6,4.9,1421
2030-11-10,S005,Electronics,14415.34,1,0,566,32.1,8.1,8.2,1630
2030-11-24,S005,Beauty,19251.83,1,0,655,28.7,11.4,28.7,1544
2030-12-22,S005,Clothing,9704.94,0,0,516,33.6,15.2,1.4,1248
2031-01-05,S005,Electronics,20687.17,1,0,770,37.3,2.8,29.9,1775
2031-02-02,S005,Clothing,12357.2,0,0,535,27.5,11.0,1.3,1107
2031-04-13,S005,Electronics,16182.92,0,1,639,35.1,3.8,0.1,1488
2031-04-27,S005,Grocery,16786.99,1,0,663,27.3,17.4,18.7,1682
2031-05-18,S005,Beauty,17166.27,1,0,698,33.6,8.0,7.1,1927
2031-07-06,S005,Grocery,11824.93,0,0,468,37.1,14.3,4.4,1204
2031-07-13,S005,Beauty,11981.51,0,0,514,23.4,1.2,2.4,1262
2031-07-27,S005,Electronics,9844.9,0,0,421,27.1,11.0,2.9,1274
2031-08-03,S005,Clothing,8606.11,0,0,447,32.9,12.7,3.4,1252
2031-08-10,S005,Electronics,11919.56,0,0,583,25.8,11.3,4.0,1349
2031-09-14,S005,Beauty,21808.55,1,1,906,26.0,10.9,11.3,1952
2031-09-28,S005,Grocery,15972.13,1,0,594,35.0,25.1,22.6,1676
2031-10-12,S005,Home,11140.25,0,0,419,29.8,15.1,0.5,1370
2031-11-02,S005,Clothing,18859.96,1,0,740,25.7,8.4,20.8,1660
2031-11-30,S005,Home,21017.31,1,0,741,34.0,7.0,18.2,1562
2031-12-21,S005,Clothing,10939.52,0,0,520,33.8,14.9,4.5,1427
2032-01-11,S005,Home,16404.51,1,0,589,23.3,7.2,17.5,1731
2032-03-14,S005,Clothing,16810.69,1,0,609,31.2,16.0,23.7,1418
2032-03-21,S005,Beauty,16556.28,0,1,583,32.6,3.1,4.3,1130
2032-06-20,S005,Clothing,17904.21,1,0,612,37.8,4.7,23.3,1630
2032-07-11,S005,Electronics,15936.02,1,0,622,30.9,5.3,9.8,1703
2032-09-05,S005,Clothing,11966.53,0,0,526,34.7,13.1,2.6,1428
2032-09-12,S005,Clothing,9842.11,0,0,332,30.5,13.7,3.3,1356
2032-10-03,S005,Clothing,11740.71,0,0,433,26.6,4.2,4.3,1226
2032-11-14,S005,Clothing,16792.94,1,0,694,28.7,11.8,13.4,1554
2033-01-16,S005,Electronics,11519.94,0,0,479,25.7,3.6,0.5,1302
2033-01-30,S005,Beauty,10097.84,0,0,438,26.2,10.0,0.8,1283
2033-02-13,S005,Home,17066.53,1,0,644,34.5,12.2,19.1,1624
2033-03-06,S005,Beauty,12420.69,0,0,565,30.9,3.4,0.1,1574
2033-03-13,S005,Home,11235.95,0,0,397,25.9,2.1,3.0,1098
2033-04-10,S005,Grocery,11052.04,0,0,406,31.4,8.1,3.4,1185
2033-06-05,S005,Electronics,9249.88,0,0,420,31.7,9.1,2.3,1165
2033-06-26,S005,Home,9722.33,0,0,463,34.5,9.8,4.1,1161
2033-08-21,S005,Home,10650.46,0,0,464,30.0,12.2,3.6,1247
2033-10-02,S005,Grocery,10396.62,0,0,396,36.4,6.9,1.9,1553
2033-12-04,S005,Clothing,15769.7,1,0,543,29.0,10.1,17.5,1512
2033-12-11,S005,Home,19136.22,0,1,876,25.9,16.9,2.8,1546
2034-01-22,S005,Clothing,14819.64,0,1,655,32.7,10.3,4.7,1406
2034-02-05,S005,Electronics,17258.97,1,0,623,27.9,41.8,27.1,1829
2034-02-19,S005,Electronics,19086.42,1,0,778,31.7,0.8,17.9,1707
2034-02-26,S005,Electronics,16597.6,1,0,686,30.3,7.3,19.4,1634
2034-03-26,S005,Clothing,11872.1,0,0,520,21.5,1.0,0.7,1366
2034-04-09,S005,Grocery,17281.9,1,0,613,26.1,8.0,18.2,1580
2034-06-18,S005,Grocery,12410.31,0,0,529,30.5,6.7,3.3,1375
2034-06-25,S005,Home,18552.26,1,0,775,29.7,4.0,11.4,1709
2034-08-13,S005,Clothing,11800.55,0,0,480,26.1,2.8,2.9,1445
2034-08-20,S005,Grocery,14970.28,0,1,674,32.0,12.7,4.6,1326
2034-08-27,S005,Beauty,11237.06,0,0,505,27.1,13.0,4.1,1369
2034-09-10,S005,Clothing,19886.88,1,0,714,34.8,4.3,13.9,1541
2034-10-15,S005,Beauty,17120.79,1,0,652,26.7,0.7,18.4,1568
2034-11-19,S005,Electronics,17520.73,1,0,666,26.8,9.3,16.2,1672
2035-01-07,S005,Beauty,17420.37,1,0,604,39.1,5.4,18.9,1619
2035-01-14,S005,Clothing,14446.64,1,0,552,28.4,48.2,28.3,1554
2035-02-25,S005,Beauty,13606.3,1,0,519,19.9,16.5,15.6,1680
2035-03-25,S005,Home,15943.3,1,0,685,38.2,4.3,8.5,1725
2035-05-13,S005,Grocery,17476.15,1,0,695,33.4,12.9,21.6,1681
2035-06-03,S005,Beauty,17784.82,1,0,641,27.9,5.5,9.1,1703
2035-06-10,S005,Electronics,11520.07,0,0,502,27.6,2.9,2.2,1332
2035-06-17,S005,Clothing,17534.58,1,0,680,29.7,5.4,12.5,1665
2035-06-24,S005,Beauty,10255.17,0,0,419,31.7,20.1,2.6,1225
2035-07-01,S005,Grocery,16610.16,0,1,652,31.7,2.5,2.5,1399
2035-07-22,S005,Electronics,11266.23,0,0,502,31.0,19.8,0.6,1339
2035-09-30,S005,Grocery,9571.43,0,0,462,32.3,12.4,1.0,1239
2035-11-25,S005,Home,10477.41,0,0,476,32.8,2.3,4.0,1428
2036-02-03,S005,Electronics,9878.18,0,0,441,18.3,6.9,4.9,1215
2036-03-23,S005,Home,11904.0,0,0,435,37.6,2.7,3.3,1195
2036-04-06,S005,Clothing,9916.25,0,0,413,34.1,12.5,2.4,1261
2036-04-20,S005,Clothing,14172.91,0,0,519,24.7,9.6,3.7,1130
2036-04-27,S005,Clothing,16978.49,1,0,753,28.4,35.3,5.6,1731
2036-05-11,S005,Grocery,10658.96,0,0,376,28.2,12.6,4.5,1183
2036-06-01,S005,Home,16334.28,0,1,637,29.7,5.7,3.6,1509
2036-07-13,S005,Home,10898.61,0,0,605,21.6,14.0,2.4,1371
2036-07-20,S005,Home,18402.11,1,0,863,34.6,8.8,5.9,1591
2036-08-31,S005,Electronics,9742.65,0,0,454,26.0,2.6,2.1,1329
2036-10-12,S005,Grocery,15503.35,1,0,619,28.7,35.3,7.6,1795
2036-11-23,S005,Beauty,12490.34,0,0,477,33.3,17.3,2.9,1256
2036-12-14,S005,Clothing,15674.3,1,0,581,28.6,14.0,14.5,1491
2036-12-21,S005,Home,15404.29,1,0,523,34.7,10.8,15.3,1451
2037-01-04,S005,Electronics,12435.88,0,0,587,30.2,3.0,4.4,1405
2037-01-11,S005,Clothing,10853.68,0,0,477,30.2,7.5,1.5,1317
2037-01-18,S005,Beauty,12317.44,0,0,394,28.0,5.9,3.3,1131
2037-01-25,S005,Grocery,17605.94,0,1,673,24.5,6.4,1.6,1466
2037-03-01,S005,Clothing,13710.59,0,0,564,34.9,7.0,3.6,1296
2037-03-29,S005,Grocery,12718.18,0,0,520,31.7,17.0,2.5,1368
2037-04-05,S005,Home,14064.83,0,0,548,31.9,3.4,2.9,1397
2037-07-19,S005,Grocery,10797.96,0,0,455,36.0,11.2,0.1,1161
2037-08-16,S005,Electronics,18091.91,0,1,726,38.4,8.1,1.1,1335
2037-08-23,S005,Home,11031.29,0,0,392,36.4,2.2,0.3,1248
2038-01-03,S005,Home,11596.31,0,0,553,22.6,7.6,0.5,1365
2038-01-10,S005,Electronics,12892.75,0,0,487,29.9,7.0,1.7,1348
2038-03-07,S005,Home,12066.48,0,0,634,34.8,8.4,3.4,1345
2038-03-21,S005,Grocery,11677.09,0,0,459,30.2,7.4,3.5,1245
2038-04-04,S005,Grocery,18092.81,1,0,789,34.3,3.0,15.0,1709
2038-07-04,S005,Clothing,19310.38,0,1,714,38.5,5.9,3.9,1510
2038-07-18,S005,Beauty,17855.12,0,1,619,37.7,15.9,3.0,1402
2038-08-15,S005,Grocery,21667.05,1,1,824,27.2,5.5,14.9,1714
2038-08-22,S005,Beauty,10415.53,0,0,447,26.3,9.0,4.9,1405
2038-09-19,S005,Grocery,15080.73,1,0,600,32.4,10.4,6.2,1777
2038-09-26,S005,Grocery,16336.25,1,0,684,39.2,5.5,5.1,1593
2038-10-10,S005,Home,10518.86,0,0,506,35.0,8.4,2.6,1456
2038-11-28,S005,Grocery,14165.32,0,0,617,27.1,18.8,4.1,1380
2039-01-16,S005,Home,10607.14,0,0,481,24.6,3.5,2.0,1338
2039-03-06,S005,Beauty,19408.31,1,0,730,32.9,11.3,19.6,1803
2039-04-10,S005,Clothing,19395.59,1,0,648,24.5,2.7,27.5,1617
2039-05-29,S005,Home,17050.92,1,0,618,33.1,11.3,12.0,1782
2039-07-10,S005,Grocery,10653.78,0,0,476,33.0,14.3,1.6,1393
2039-09-11,S005,Home,9826.79,0,0,382,26.0,4.8,2.8,1233
2039-10-30,S005,Beauty,12187.26,0,0,547,28.3,9.8,3.0,1146
2040-01-01,S005,Grocery,10430.78,0,0,458,30.6,6.3,3.8,1268
2040-02-12,S005,Home,12179.65,0,0,499,34.8,6.7,1.9,1151
2040-02-19,S005,Grocery,9362.47,0,0,429,25.0,0.7,4.7,1373
2040-03-11,S005,Beauty,17582.69,1,0,556,29.4,9.5,21.4,1624
2040-03-18,S005,Beauty,13530.02,0,0,533,31.4,18.3,1.0,1241
2040-04-29,S005,Grocery,17058.94,1,0,651,30.3,1.9,16.4,1713
2040-08-05,S005,Clothing,25892.23,1,1,950,29.4,2.4,16.2,1850
2040-08-19,S005,Electronics,11524.81,0,0,498,33.4,9.0,0.3,1258
2040-11-04,S005,Electronics,13217.76,0,0,570,26.3,5.4,2.6,1216
2040-11-25,S005,Home,10788.2,0,0,501,31.2,5.2,0.6,1251
2041-01-06,S005,Clothing,9322.48,0,0,353,24.7,4.3,4.2,1177
2041-02-03,S005,Clothing,13064.17,0,0,502,29.4,13.6,4.2,1343
2041-03-03,S005,Clothing,16205.04,1,0,583,29.6,4.0,11.7,1567
2041-04-21,S005,Electronics,15891.81,0,0,574,32.0,3.0,4.8,1125
2041-05-19,S005,Electronics,10216.46,0,0,450,33.4,13.4,0.2,1331
2041-07-21,S005,Beauty,18413.65,0,1,837,24.6,5.6,4.3,1530
2041-08-11,S005,Beauty,14767.95,0,1,639,31.3,8.6,2.5,1364
2041-09-01,S005,Home,10184.74,0,0,512,29.3,6.0,2.5,1387
2041-09-08,S005,Clothing,15883.58,1,0,602,21.3,16.8,16.2,1611
2041-09-15,S005,Clothing,17763.47,1,0,606,30.7,11.4,19.3,1596
2041-10-27,S005,Beauty,12789.82,0,0,605,28.2,5.6,3.7,1315
2041-12-01,S005,Beauty,15807.61,0,1,664,31.1,10.1,1.7,1498
2042-01-19,S005,Grocery,18932.51,1,0,612,30.1,7.2,23.2,1736
2042-03-09,S005,Electronics,19149.2,0,1,793,26.9,24.7,2.6,1350
2042-04-13,S005,Electronics,18981.96,1,0,728,25.1,20.2,19.6,1691
2042-05-04,S005,Home,16020.64,1,0,631,29.4,7.9,14.7,1739
2042-05-11,S005,Grocery,17421.31,1,0,754,28.7,2.0,6.2,1665
2042-06-22,S005,Beauty,18272.79,1,0,674,26.5,13.6,24.3,1616
2042-07-20,S005,Grocery,13790.93,0,0,395,28.4,6.1,2.3,1230
2042-08-03,S005,Electronics,10436.17,0,0,525,29.0,9.6,2.4,1354
2042-08-17,S005,Beauty,14328.16,0,0,533,28.7,16.8,4.9,1481
2042-08-24,S005,Electronics,10376.57,0,0,505,29.3,18.4,4.7,1209
2042-08-31,S005,Grocery,11091.01,0,0,462,30.8,4.5,4.3,1096
2042-09-21,S005,Beauty,11228.48,0,0,499,24.4,4.4,3.3,1199
2042-11-30,S005,Home,10583.27,0,0,445,26.0,13.4,2.6,1155
2043-01-25,S005,Electronics,10311.33,0,0,395,28.4,25.0,2.0,1358
