Date,Store_ID,Product_Category,Sales,Promotion,Holiday,Customers,Temperature,Rainfall,Discount_Percentage,Stock_Available,Year,Month,Week,Quarter,Previous_Week_Sales,Moving_Average_4_Weeks
2028-09-17,S003,Clothing,15718.72,1,0,584,32.8,7.9,5.6,1490,2028,9,37,3,10318.55,12550.7725
2028-10-15,S003,Home,14136.4,1,0,643,36.5,5.7,6.5,1776,2028,10,41,4,15718.72,12923.235
2028-11-12,S003,Home,13635.41,0,0,475,32.2,2.0,4.8,1439,2028,11,45,4,14136.4,13452.269999999999
2028-11-26,S003,Beauty,17732.77,1,0,732,29.0,18.8,22.3,1630,2028,11,47,4,13635.41,15305.825
2029-01-07,S003,Grocery,12380.83,0,0,465,31.2,4.9,1.2,1144,2029,1,1,1,17732.77,14471.352499999999
2029-03-11,S003,Grocery,16881.74,1,0,691,26.5,3.1,12.6,1722,2029,3,10,1,12380.83,15157.6875
2029-04-08,S003,Clothing,16028.81,1,0,632,29.5,2.9,9.9,1618,2029,4,14,2,16881.74,15756.0375
2029-04-15,S003,Electronics,23898.95,1,1,877,32.3,11.8,22.3,1721,2029,4,15,2,16028.81,17297.582500000004
2029-04-29,S003,Beauty,9750.68,0,0,463,33.4,0.8,0.1,1352,2029,4,17,2,23898.95,16640.045000000002
2029-05-06,S003,Electronics,18709.39,1,0,631,36.6,6.4,16.7,1682,2029,5,18,2,9750.68,17096.9575
2029-05-13,S003,Electronics,12680.6,0,0,592,34.3,28.3,1.5,1476,2029,5,19,2,18709.39,16259.905
2029-07-15,S003,Clothing,11214.77,0,0,487,28.8,13.5,4.8,1397,2029,7,28,3,12680.6,13088.86
2029-07-29,S003,Electronics,9513.56,0,0,407,31.6,18.7,2.3,1184,2029,7,30,3,11214.77,13029.58
2029-09-16,S003,Clothing,10509.86,0,0,532,27.6,0.5,2.1,1342,2029,9,37,3,9513.56,10979.6975
2029-11-04,S003,Clothing,12426.51,0,0,487,30.3,12.7,3.4,1243,2029,11,44,4,10509.86,10916.175000000001
2029-12-23,S003,Beauty,15143.66,1,0,513,31.8,11.9,15.1,1513,2029,12,51,4,12426.51,11898.3975
2030-01-27,S003,Home,11360.17,0,0,432,33.4,15.4,1.4,1386,2030,1,4,1,15143.66,12360.05
2030-02-17,S003,Electronics,10720.24,0,0,339,27.6,6.3,1.3,1373,2030,2,7,1,11360.17,12412.645
2030-04-07,S003,Clothing,21550.34,1,0,753,33.4,0.6,26.8,1708,2030,4,14,2,10720.24,14693.602499999999
2030-05-05,S003,Beauty,10658.95,0,0,528,25.8,12.0,0.4,1273,2030,5,18,2,21550.34,13572.425
2030-07-28,S003,Clothing,15703.48,1,0,546,28.4,13.4,20.0,1537,2030,7,30,3,10658.95,14658.2525
2030-08-25,S003,Electronics,18212.02,1,0,700,26.2,2.9,13.4,1435,2030,8,34,3,15703.48,16531.1975
2030-10-27,S003,Home,9561.64,0,0,598,32.1,2.8,1.5,1480,2030,10,43,4,18212.02,13534.0225
2031-01-19,S003,Home,9270.79,0,0,438,32.8,2.3,3.4,1318,2031,1,3,1,9561.64,13186.982500000002
2031-03-02,S003,Clothing,11503.86,0,0,527,22.5,7.9,4.2,1153,2031,3,9,1,9270.79,12137.0775
2031-03-16,S003,Electronics,19105.75,1,0,666,31.7,3.6,17.6,1663,2031,3,11,1,11503.86,12360.51
2031-08-17,S003,Electronics,18434.22,1,0,591,33.0,6.9,29.7,1507,2031,8,33,3,19105.75,14578.655
2031-09-07,S003,Clothing,18640.47,1,0,581,31.1,3.4,24.5,1668,2031,9,36,3,18434.22,16921.075
2032-02-22,S003,Clothing,17219.38,1,0,636,30.9,6.7,14.2,1746,2032,2,8,1,18640.47,18349.955
2032-04-25,S003,Beauty,10686.39,0,0,430,27.2,21.5,0.3,1314,2032,4,17,2,17219.38,16245.115000000002
2032-05-23,S003,Grocery,12471.96,0,0,460,30.2,8.2,1.1,1159,2032,5,21,2,10686.39,14754.55
2032-06-27,S003,Electronics,18795.65,1,0,767,26.5,4.4,18.0,1941,2032,6,26,2,12471.96,14793.345000000001
2032-07-04,S003,Clothing,12247.62,0,0,506,28.5,1.8,3.4,1164,2032,7,27,3,18795.65,13550.404999999999
2032-07-25,S003,Beauty,11767.75,0,0,561,29.1,0.9,2.0,1304,2032,7,30,3,12247.62,13820.744999999999
2032-08-22,S003,Home,10160.09,0,0,484,26.3,8.1,2.6,1329,2032,8,34,3,11767.75,13242.777500000002
2032-10-10,S003,Beauty,12511.57,0,0,438,30.1,5.2,0.8,1353,2032,10,41,4,10160.09,11671.757500000002
2032-10-24,S003,Beauty,16081.33,0,1,458,33.5,4.8,2.0,1319,2032,10,43,4,12511.57,12630.185000000001
2032-12-19,S003,Electronics,19172.31,1,0,733,20.0,5.1,14.9,1723,2032,12,51,4,16081.33,14481.325
2033-02-06,S003,Electronics,15264.44,0,0,572,25.4,16.1,5.0,1396,2033,2,5,1,19172.31,15757.4125
2033-04-24,S003,Grocery,11733.86,0,0,544,30.0,12.8,1.1,1390,2033,4,16,2,15264.44,15562.985
2033-05-08,S003,Home,17517.24,1,0,643,31.8,8.1,29.6,1702,2033,5,18,2,11733.86,15921.9625
2033-07-10,S003,Beauty,19329.65,1,0,765,30.8,2.8,16.0,1820,2033,7,27,3,17517.24,15961.2975
2033-08-28,S003,Clothing,18031.28,0,1,797,27.6,12.0,1.1,1497,2033,8,34,3,19329.65,16653.0075
2033-09-04,S003,Grocery,10359.69,0,0,464,25.6,23.6,1.0,1306,2033,9,35,3,18031.28,16309.465
2033-10-16,S003,Clothing,18074.96,1,0,695,35.6,5.3,22.9,1708,2033,10,41,4,10359.69,16448.895
2033-11-20,S003,Home,9751.82,0,0,478,37.2,11.1,2.1,1099,2033,11,46,4,18074.96,14054.4375
2033-12-18,S003,Beauty,10882.02,0,0,507,34.9,14.6,2.8,1280,2033,12,50,4,9751.82,12267.122500000001
2034-01-15,S003,Grocery,9423.76,0,0,453,36.4,18.8,4.1,1424,2034,1,2,1,10882.02,12033.14
2034-04-02,S003,Beauty,10257.22,0,0,533,31.8,12.1,0.0,1382,2034,4,13,2,9423.76,10078.705
2034-04-16,S003,Beauty,17270.78,1,0,670,25.4,6.7,20.4,1586,2034,4,15,2,10257.22,11958.445
2034-04-23,S003,Beauty,18654.06,0,1,725,23.3,1.7,3.0,1562,2034,4,16,2,17270.78,13901.454999999998
2034-07-23,S003,Beauty,23721.9,1,1,917,23.3,15.8,15.4,1805,2034,7,29,3,18654.06,17475.99
2034-09-03,S003,Clothing,18505.48,1,0,726,38.7,5.7,21.1,1829,2034,9,35,3,23721.9,19538.055
2034-11-12,S003,Home,9322.92,0,0,489,23.7,12.3,3.3,1173,2034,11,45,4,18505.48,17551.09
2034-12-03,S003,Clothing,12457.75,0,0,423,29.7,16.1,4.2,1224,2034,12,48,4,9322.92,16002.0125
2034-12-24,S003,Grocery,12655.22,0,0,492,32.0,7.9,4.4,1084,2034,12,51,4,12457.75,13235.342499999999
2034-12-31,S003,Beauty,11112.38,0,0,426,36.0,9.3,2.5,1213,2034,12,52,4,12655.22,11387.0675
2035-03-18,S003,Clothing,13018.76,0,0,421,29.1,11.8,0.9,1302,2035,3,11,1,11112.38,12311.0275
2035-07-08,S003,Beauty,14736.79,1,0,629,22.9,9.8,9.3,1676,2035,7,27,3,13018.76,12880.7875
2035-08-05,S003,Beauty,9876.19,0,0,444,31.8,10.5,3.0,1293,2035,8,31,3,14736.79,12186.03
2035-08-12,S003,Grocery,10736.94,0,0,497,34.4,11.6,1.0,1233,2035,8,32,3,9876.19,12092.170000000002
2035-10-07,S003,Home,21894.38,1,1,935,24.9,8.4,9.9,1750,2035,10,40,4,10736.94,14311.075
2035-10-21,S003,Home,10259.37,0,0,448,31.2,16.4,3.4,1363,2035,10,42,4,21894.38,13191.720000000001
2036-02-24,S003,Electronics,17370.47,1,0,652,28.5,3.4,18.0,1566,2036,2,8,1,10259.37,15065.29
2036-05-04,S003,Grocery,12143.17,0,0,495,30.5,7.6,3.3,1311,2036,5,18,2,17370.47,15416.8475
2036-05-25,S003,Electronics,11036.72,0,0,456,29.6,5.9,0.7,1321,2036,5,21,2,12143.17,12702.4325
2036-07-06,S003,Clothing,17268.33,1,0,740,33.9,23.5,10.8,1800,2036,7,27,3,11036.72,14454.6725
2036-08-24,S003,Home,14157.0,0,1,676,29.7,33.4,4.2,1283,2036,8,34,3,17268.33,13651.305
2036-09-21,S003,Home,10322.9,0,0,455,32.7,14.0,0.6,1236,2036,9,38,3,14157.0,13196.237500000001
2036-09-28,S003,Home,10474.95,0,0,565,26.3,12.3,1.0,1437,2036,9,39,3,10322.9,13055.795
2036-11-09,S003,Clothing,18273.17,0,1,758,32.0,1.5,2.9,1448,2036,11,45,4,10474.95,13307.005
2036-12-28,S003,Electronics,10020.03,0,0,456,27.5,2.7,0.4,1478,2036,12,52,4,18273.17,12272.762499999999
2037-02-15,S003,Home,14775.21,1,0,660,32.0,23.6,10.0,1548,2037,2,7,1,10020.03,13385.839999999998
2037-03-22,S003,Beauty,19759.13,1,0,643,23.0,8.6,16.4,1482,2037,3,12,1,14775.21,15706.885
2037-06-07,S003,Home,10231.53,0,0,421,27.7,15.5,4.7,1081,2037,6,23,2,19759.13,13696.475
2037-06-14,S003,Home,12154.55,0,0,527,25.3,3.0,3.3,1399,2037,6,24,2,10231.53,14230.105000000001
2037-07-26,S003,Home,11350.93,0,0,523,37.4,9.7,3.4,1378,2037,7,30,3,12154.55,13374.035000000002
2037-09-06,S003,Electronics,17274.75,0,1,804,26.8,5.1,3.1,1500,2037,9,36,3,11350.93,12752.94
2037-09-13,S003,Home,12342.28,0,0,483,29.8,2.2,2.5,1292,2037,9,37,3,17274.75,13280.6275
2037-10-25,S003,Home,11064.44,0,0,586,35.5,9.3,2.1,1399,2037,10,43,4,12342.28,13008.1
2037-11-01,S003,Clothing,8796.61,0,0,462,31.3,9.0,2.8,1262,2037,11,44,4,11064.44,12369.52
2037-12-20,S003,Home,9140.35,0,0,545,31.4,16.9,4.6,1307,2037,12,51,4,8796.61,10335.92
2038-04-11,S003,Grocery,11556.2,0,0,434,30.9,5.9,1.4,1286,2038,4,14,2,9140.35,10139.400000000001
2038-04-18,S003,Home,12214.59,0,0,545,33.6,3.4,4.2,1304,2038,4,15,2,11556.2,10426.9375
2038-04-25,S003,Electronics,20018.98,1,0,636,28.8,2.4,25.0,1698,2038,4,16,2,12214.59,13232.53
2038-05-02,S003,Clothing,18097.36,1,0,645,35.2,1.2,16.0,1482,2038,5,17,2,20018.98,15471.782500000001
2038-05-16,S003,Beauty,10985.75,0,0,462,30.8,5.8,0.7,1307,2038,5,19,2,18097.36,15329.17
2038-06-13,S003,Beauty,13083.67,0,0,535,27.4,4.9,4.7,1469,2038,6,23,2,10985.75,15546.44
2038-06-20,S003,Clothing,11660.33,0,0,438,26.7,8.1,1.8,1197,2038,6,24,2,13083.67,13456.7775
2038-06-27,S003,Electronics,17444.54,1,0,642,25.7,1.2,10.5,1768,2038,6,25,2,11660.33,13293.5725
2038-08-01,S003,Home,9858.78,0,0,477,30.3,14.4,3.2,1349,2038,8,30,3,17444.54,13011.83
2038-08-08,S003,Grocery,7078.05,0,0,343,24.8,18.3,3.1,1183,2038,8,31,3,9858.78,11510.425000000001
2038-12-05,S003,Grocery,16651.99,1,0,687,38.2,7.7,28.5,1779,2038,12,48,4,7078.05,12758.34
2039-01-09,S003,Beauty,10657.4,0,0,442,34.3,11.4,4.9,1373,2039,1,1,1,16651.99,11061.555
2039-02-27,S003,Electronics,9766.85,0,0,458,32.8,10.2,0.4,1305,2039,2,8,1,10657.4,11038.572500000002
2039-04-24,S003,Grocery,9563.57,0,0,445,22.1,2.0,1.5,1097,2039,4,16,2,9766.85,11659.9525
2039-05-01,S003,Grocery,16875.98,1,0,623,30.2,2.6,8.5,1550,2039,5,17,2,9563.57,11715.95
2039-05-08,S003,Clothing,12760.23,0,0,639,37.6,4.8,3.9,1364,2039,5,18,2,16875.98,12241.6575
2039-05-15,S003,Home,20625.43,1,0,722,26.2,13.4,23.2,1750,2039,5,19,2,12760.23,14956.3025
2039-06-19,S003,Clothing,9814.52,0,0,277,32.4,1.9,0.0,1171,2039,6,24,2,20625.43,15019.04
2039-06-26,S003,Clothing,18891.26,0,1,703,27.5,3.7,2.8,1491,2039,6,25,2,9814.52,15522.86
2039-10-16,S003,Beauty,11063.92,0,0,482,30.9,2.7,0.3,1319,2039,10,41,4,18891.26,15098.7825
2039-12-11,S003,Electronics,11378.5,0,0,468,31.5,18.7,3.6,1370,2039,12,49,4,11063.92,12787.05
2040-01-29,S003,Clothing,11032.91,0,0,493,31.5,6.4,0.1,1277,2040,1,4,1,11378.5,13091.6475
2040-02-05,S003,Grocery,8147.64,0,0,431,31.2,24.5,3.5,1247,2040,2,5,1,11032.91,10405.7425
2040-04-01,S003,Electronics,17393.03,1,0,679,33.5,3.8,12.9,1621,2040,4,13,2,8147.64,11988.02
2040-04-15,S003,Electronics,18226.5,1,0,727,33.3,9.1,11.8,1744,2040,4,15,2,17393.03,13700.02
2040-04-22,S003,Electronics,17140.8,0,1,708,29.7,7.2,0.8,1574,2040,4,16,2,18226.5,15226.9925
2040-06-03,S003,Grocery,15539.32,1,0,512,25.5,11.4,7.4,1763,2040,6,22,2,17140.8,17074.9125
2040-06-24,S003,Grocery,11194.02,0,0,569,34.9,5.2,1.7,1226,2040,6,25,2,15539.32,15525.16
2040-07-15,S003,Electronics,12718.4,0,0,421,39.9,15.0,2.5,1242,2040,7,28,3,11194.02,14148.135
2040-07-29,S003,Home,17538.39,1,0,602,35.1,20.4,26.0,1597,2040,7,30,3,12718.4,14247.532500000001
2040-09-09,S003,Clothing,12068.06,0,0,501,33.5,14.7,0.5,1287,2040,9,36,3,17538.39,13379.717499999999
2040-11-11,S003,Beauty,12774.1,0,0,572,26.7,4.5,1.9,1220,2040,11,45,4,12068.06,13774.7375
2040-12-02,S003,Beauty,17526.78,1,0,507,27.9,2.8,18.1,1520,2040,12,48,4,12774.1,14976.8325
2040-12-09,S003,Grocery,17544.89,1,0,601,35.4,15.9,25.2,1713,2040,12,49,4,17526.78,14978.4575
2041-03-31,S003,Home,17000.6,1,0,683,22.9,10.6,7.5,1733,2041,3,13,1,17544.89,16211.592499999999
2041-04-07,S003,Beauty,10506.26,0,0,479,27.5,2.2,2.0,1279,2041,4,14,2,17000.6,15644.632499999998
2041-05-26,S003,Beauty,18951.36,1,0,740,26.7,1.0,22.3,1700,2041,5,21,2,10506.26,16000.7775
2041-06-23,S003,Electronics,10160.31,0,0,507,29.5,6.1,1.1,1404,2041,6,25,2,18951.36,14154.6325
2041-06-30,S003,Home,11483.21,0,0,470,28.2,5.5,1.1,1404,2041,6,26,2,10160.31,12775.284999999998
2041-07-28,S003,Beauty,8261.2,0,0,358,27.1,17.6,3.9,1062,2041,7,30,3,11483.21,12214.02
2041-08-25,S003,Grocery,17013.55,1,0,544,26.0,11.4,17.0,1515,2041,8,34,3,8261.2,11729.5675
2041-09-22,S003,Home,15684.07,0,1,614,35.7,2.5,4.4,1393,2041,9,38,3,17013.55,13110.5075
2041-09-29,S003,Beauty,16255.8,1,0,646,24.1,0.7,15.4,1598,2041,9,39,3,15684.07,14303.654999999999
2041-11-24,S003,Clothing,15810.45,1,0,615,38.2,13.2,17.2,1642,2041,11,47,4,16255.8,16190.967499999999
2042-01-26,S003,Beauty,14416.17,1,0,655,26.1,7.6,6.3,1589,2042,1,4,1,15810.45,15541.6225
2042-02-02,S003,Home,11263.46,0,0,521,35.2,20.0,3.1,1302,2042,2,5,1,14416.17,14436.47
2042-02-09,S003,Electronics,12253.76,0,0,536,32.7,9.8,2.2,1389,2042,2,6,1,11263.46,13435.960000000001
2042-02-16,S003,Grocery,10989.53,0,0,484,27.8,7.3,0.4,1397,2042,2,7,1,12253.76,12230.73
2042-03-30,S003,Electronics,16470.25,1,0,669,31.9,1.5,9.8,1686,2042,3,13,1,10989.53,12744.25
2042-05-18,S003,Home,19410.49,1,0,776,25.8,8.1,25.0,1841,2042,5,20,2,16470.25,14781.0075
2042-06-29,S003,Home,18248.12,1,0,659,30.7,10.2,17.5,1624,2042,6,26,2,19410.49,16279.5975
2042-10-05,S003,Electronics,11841.02,0,0,522,25.1,11.3,2.0,1467,2042,10,40,4,18248.12,16492.47
2042-10-12,S003,Clothing,14644.53,0,0,632,30.6,6.7,4.8,1521,2042,10,41,4,11841.02,16036.04
2042-10-19,S003,Home,14555.76,0,0,636,26.4,9.1,2.1,1133,2042,10,42,4,14644.53,14822.357499999998
2042-11-16,S003,Electronics,11742.96,0,0,457,32.6,2.5,1.2,1225,2042,11,46,4,14555.76,13196.067500000001
2042-11-23,S003,Clothing,11040.2,0,0,432,33.2,6.1,3.7,1231,2042,11,47,4,11742.96,12995.8625
2042-12-14,S003,Grocery,13169.34,0,0,509,26.6,17.0,3.9,1411,2042,12,50,4,11040.2,12627.064999999999
2043-01-04,S003,Grocery,23715.57,1,1,911,22.8,6.4,29.1,1885,2043,1,1,1,13169.34,14917.017500000002
2043-03-01,S003,Clothing,5835.49,0,0,326,30.7,15.3,2.1,1223,2043,3,9,1,23715.57,13440.15
2024-01-07,S004,Home,9433.81,0,0,413,29.8,4.7,1.5,1226,2024,1,1,1,13152.005000000001,9433.81
2024-03-17,S004,Grocery,8442.33,0,0,464,29.0,23.6,3.6,1254,2024,3,11,1,9433.81,8938.07
2024-04-14,S004,Clothing,11284.69,0,0,478,38.9,19.8,4.8,1082,2024,4,15,2,8442.33,9720.276666666667
2024-04-28,S004,Beauty,18846.4,1,0,624,31.2,6.2,20.7,1730,2024,4,17,2,11284.69,12001.8075
2024-05-19,S004,Home,9456.62,0,0,505,25.3,7.1,1.8,1204,2024,5,20,2,18846.4,12007.510000000002
2024-06-09,S004,Clothing,12610.33,0,0,527,27.6,10.6,2.2,1337,2024,6,23,2,9456.62,13049.510000000002
2024-07-21,S004,Home,11168.15,0,0,460,25.6,16.1,3.2,1278,2024,7,29,3,12610.33,13020.375
2024-07-28,S004,Grocery,16150.69,1,0,661,30.9,10.0,16.9,1607,2024,7,30,3,11168.15,12346.4475
2024-08-11,S004,Electronics,8229.3,0,0,383,27.9,7.1,3.7,1297,2024,8,32,3,16150.69,12039.6175
2024-08-18,S004,Grocery,16304.18,1,0,696,27.1,3.8,10.3,1627,2024,8,33,3,8229.3,12963.079999999998
2024-10-13,S004,Clothing,14254.05,0,0,449,31.6,5.2,1.2,1237,2024,10,41,4,16304.18,13734.555
2024-10-27,S004,Clothing,9625.32,0,0,591,26.6,23.7,2.6,1303,2024,10,43,4,14254.05,12103.2125
2024-12-15,S004,Grocery,8678.83,0,0,481,27.7,12.4,1.6,1182,2024,12,50,4,9625.32,12215.595000000001
2024-12-22,S004,Home,12510.69,0,0,459,29.9,27.0,3.4,1200,2024,12,51,4,8678.83,11267.2225
2024-12-29,S004,Beauty,9815.21,0,0,422,26.4,9.9,1.4,1332,2024,12,52,4,12510.69,10157.5125
2025-01-05,S004,Grocery,18930.69,1,0,546,26.3,6.8,28.3,1430,2025,1,1,1,9815.21,12483.855
2025-02-02,S004,Electronics,17446.27,1,0,754,21.0,13.5,18.0,1590,2025,2,5,1,18930.69,14675.715
2025-02-16,S004,Electronics,15572.48,0,1,629,27.6,8.7,3.3,1623,2025,2,7,1,17446.27,15441.162499999999
2025-03-09,S004,Grocery,17739.54,1,0,725,28.0,4.3,15.2,1799,2025,3,10,1,15572.48,17422.245000000003
2025-04-06,S004,Home,12084.44,0,0,474,31.5,11.4,3.8,990,2025,4,14,2,17739.54,15710.6825
2025-04-27,S004,Grocery,18582.02,0,1,785,33.1,5.1,1.9,1486,2025,4,17,2,12084.44,15994.62
2025-05-04,S004,Grocery,19334.19,1,0,743,30.9,5.0,20.3,1593,2025,5,18,2,18582.02,16935.0475
2025-06-29,S004,Beauty,14676.17,1,0,611,28.3,19.7,12.6,1719,2025,6,26,2,19334.19,16169.205
2025-07-06,S004,Clothing,9432.24,0,0,421,27.7,10.8,1.7,1450,2025,7,27,3,14676.17,15506.154999999999
2025-07-13,S004,Electronics,15233.98,0,1,628,31.3,8.9,2.8,1415,2025,7,28,3,9432.24,14669.145
2025-09-14,S004,Home,12536.19,0,0,543,27.1,14.2,0.5,1183,2025,9,37,3,15233.98,12969.644999999999
2025-12-07,S004,Beauty,11237.37,0,0,518,30.4,3.5,1.1,1228,2025,12,49,4,12536.19,12109.945
2025-12-21,S004,Grocery,11547.31,0,0,529,29.5,7.8,4.6,1116,2025,12,51,4,11237.37,12638.7125
2026-01-25,S004,Beauty,19090.3,1,0,701,28.2,14.5,27.6,1837,2026,1,4,1,11547.31,13602.7925
2026-05-03,S004,Grocery,12025.47,0,0,563,25.4,11.1,1.8,1321,2026,5,18,2,19090.3,13475.112500000001
2026-05-31,S004,Clothing,10545.96,0,0,413,23.5,11.6,0.5,1115,2026,5,22,2,12025.47,13302.26
2026-06-14,S004,Beauty,10241.88,0,0,408,33.1,10.3,2.9,1278,2026,6,24,2,10545.96,12975.9025
2026-07-19,S004,Beauty,11375.74,0,0,432,33.7,1.8,2.0,1108,2026,7,29,3,10241.88,11047.262499999999
2026-08-16,S004,Electronics,10068.44,0,0,579,26.7,6.5,4.4,1567,2026,8,33,3,11375.74,10558.005
2026-09-27,S004,Grocery,17808.74,0,1,649,31.4,8.9,0.4,1455,2026,9,39,3,10068.44,12373.7
2026-10-04,S004,Electronics,13866.52,0,0,540,27.7,3.1,2.6,1350,2026,10,40,4,17808.74,13279.86
2026-10-11,S004,Beauty,11430.99,0,0,532,22.7,21.3,4.8,1187,2026,10,41,4,13866.52,13293.6725
2026-10-18,S004,Home,10451.18,0,0,423,31.1,19.1,3.5,1210,2026,10,42,4,11430.99,13389.3575
2026-10-25,S004,Clothing,18871.09,1,0,746,22.4,3.3,7.7,1785,2026,10,43,4,10451.18,13654.945000000002
2026-11-15,S004,Home,20450.68,1,0,643,37.9,1.9,29.5,1674,2026,11,46,4,18871.09,15300.985
2027-01-03,S004,Grocery,16756.78,0,1,744,31.1,4.3,3.5,1428,2027,1,53,1,20450.68,16632.432500000003
2027-03-14,S004,Beauty,9104.2,0,0,434,36.1,24.2,0.1,1273,2027,3,10,1,16756.78,16295.6875
2027-04-04,S004,Beauty,13581.79,0,0,506,29.2,8.0,1.5,1341,2027,4,13,2,9104.2,14973.3625
2027-05-02,S004,Electronics,13515.14,0,0,502,25.0,1.9,2.5,1289,2027,5,17,2,13581.79,13239.4775
2027-05-09,S004,Home,9994.39,0,0,398,31.3,5.4,0.7,1396,2027,5,18,2,13515.14,11548.880000000001
2027-07-25,S004,Clothing,11179.22,0,0,478,28.1,4.5,3.1,1270,2027,7,29,3,9994.39,12067.635
2027-09-12,S004,Beauty,12202.07,0,0,563,23.9,5.5,2.3,1323,2027,9,36,3,11179.22,11722.705
2027-09-26,S004,Beauty,18862.43,1,0,642,28.2,10.9,28.6,1529,2027,9,38,3,12202.07,13059.527499999998
2027-10-31,S004,Electronics,11413.05,0,0,425,34.6,5.5,3.8,1264,2027,10,43,4,18862.43,13414.192500000001
2027-12-05,S004,Clothing,16430.6,0,1,622,28.0,9.1,4.2,1313,2027,12,48,4,11413.05,14727.037499999999
2028-01-02,S004,Electronics,15498.47,0,1,684,31.8,6.8,1.0,1493,2028,1,52,1,16430.6,15551.137499999999
2028-01-09,S004,Beauty,9619.09,0,0,407,26.1,5.3,1.6,1154,2028,1,1,1,15498.47,13240.3025
2028-01-23,S004,Clothing,18598.18,0,1,609,31.8,1.2,2.7,1312,2028,1,3,1,9619.09,15036.585000000001
2028-02-27,S004,Clothing,12559.06,0,0,447,32.4,10.6,1.2,1239,2028,2,8,1,18598.18,14068.7
2028-03-05,S004,Electronics,10302.15,0,0,518,30.6,1.3,2.3,1326,2028,3,9,1,12559.06,12769.62
2028-04-16,S004,Clothing,25350.66,1,1,1054,28.7,20.5,27.5,2022,2028,4,15,2,10302.15,16702.5125
2028-05-28,S004,Beauty,9784.77,0,0,439,26.9,13.7,1.9,1484,2028,5,21,2,25350.66,14499.16
2028-06-18,S004,Grocery,16961.75,1,0,628,27.8,9.8,19.7,1451,2028,6,24,2,9784.77,15599.8325
2028-06-25,S004,Electronics,17254.96,1,0,693,30.8,9.9,7.2,1711,2028,6,25,2,16961.75,17338.035
2028-07-23,S004,Grocery,15459.24,1,0,578,28.7,14.3,19.0,1670,2028,7,29,3,17254.96,14865.179999999998
2028-09-24,S004,Clothing,13698.17,0,0,626,24.9,10.9,4.8,1474,2028,9,38,3,15459.24,15843.529999999999
2028-10-08,S004,Beauty,12414.36,0,0,445,30.8,16.3,3.9,1327,2028,10,40,4,13698.17,14706.682499999999
2028-10-29,S004,Clothing,11596.88,0,0,519,37.3,12.1,2.2,1255,2028,10,43,4,12414.36,13292.1625
2028-11-05,S004,Electronics,19460.83,1,0,735,33.1,5.9,22.2,1683,2028,11,44,4,11596.88,14292.560000000001
2029-01-28,S004,Grocery,15053.25,0,1,678,22.2,1.4,2.2,1598,2029,1,4,1,19460.83,14631.330000000002
2029-02-11,S004,Clothing,14111.48,1,0,623,22.7,16.7,11.4,1822,2029,2,6,1,15053.25,15055.61
2029-03-04,S004,Beauty,12256.21,0,0,494,31.7,19.0,0.2,1198,2029,3,9,1,14111.48,15220.442500000001
2029-04-01,S004,Home,17025.95,1,0,599,32.3,13.6,22.9,1512,2029,4,13,2,12256.21,14611.7225
2029-06-10,S004,Electronics,20101.24,1,0,687,32.3,0.9,21.6,1617,2029,6,23,2,17025.95,15873.720000000001
2029-07-01,S004,Clothing,17909.65,1,0,605,25.4,13.9,9.8,1476,2029,7,26,3,20101.24,16823.2625
2029-07-22,S004,Beauty,11188.61,0,0,425,25.2,10.2,1.2,1171,2029,7,29,3,17909.65,16556.3625
2029-08-19,S004,Electronics,18102.24,0,1,886,27.0,1.4,2.1,1590,2029,8,33,3,11188.61,16825.435
2029-08-26,S004,Clothing,18487.11,0,1,725,34.2,5.3,1.4,1459,2029,8,34,3,18102.24,16421.9025
2029-09-23,S004,Home,13539.44,0,0,565,32.0,29.7,0.9,1246,2029,9,38,3,18487.11,15329.350000000002
2029-11-11,S004,Electronics,20120.16,1,0,690,28.4,10.6,15.9,1562,2029,11,45,4,13539.44,17562.237500000003
2029-11-25,S004,Grocery,15564.74,0,1,657,29.8,3.8,2.2,1289,2029,11,47,4,20120.16,16927.8625
2030-06-02,S004,Home,16840.99,1,0,565,35.3,4.3,13.6,1642,2030,6,22,2,15564.74,16516.3325
2030-06-23,S004,Grocery,19502.17,1,0,662,31.8,18.2,17.4,1665,2030,6,25,2,16840.99,18007.015
2030-07-07,S004,Beauty,11544.74,0,0,460,27.2,19.5,3.8,1491,2030,7,27,3,19502.17,15863.16
2030-07-21,S004,Grocery,11017.07,0,0,481,23.0,1.8,2.6,1405,2030,7,29,3,11544.74,14726.2425
2030-08-04,S004,Beauty,8601.88,0,0,384,30.6,18.6,0.9,1301,2030,8,31,3,11017.07,12666.465
2030-10-13,S004,Grocery,10710.69,0,0,491,28.0,5.7,1.6,1336,2030,10,41,4,8601.88,10468.595
2030-11-03,S004,Clothing,16358.04,1,0,608,33.9,10.3,8.1,1600,2030,11,44,4,10710.69,11671.92
2030-12-01,S004,Beauty,15075.58,0,1,670,26.9,5.1,0.0,1176,2030,12,48,4,16358.04,12686.5475
2030-12-08,S004,Clothing,9687.6,0,0,378,35.3,11.2,3.0,1270,2030,12,49,4,15075.58,12957.977499999999
2030-12-15,S004,Home,14491.73,0,0,576,25.2,3.6,4.6,1363,2030,12,50,4,9687.6,13903.237500000001
2030-12-29,S004,Beauty,15490.88,1,0,629,33.6,24.5,25.9,1465,2030,12,52,4,14491.73,13686.4475
